food_no,category,food,measure,weight_g,water_pct,calories,protein_g,total_fat_g,sat_fat_g,mono_fat_g,poly_fat_g,cholesterol_mg,carbohydrate_g,fiber_g,calcium_mg,iron_mg,potassium_mg,sodium_mg,vit_a_iu,vit_a_re,thiamin_mg,riboflavin_mg,niacin_mg,vit_c_mg
201,Russian,Low calorie,1 tbsp,16,65,23,Tr,1,0.1,0.1,0.4,1,4,Tr,3,0.1,26,141,9,3,Tr,Tr,Tr,1
202,Thousand island,Regular,1 tbsp,16,46,59,Tr,6,0.9,1.3,3.1,4,2,0.0,2,0.1,18,109,50,15,Tr,Tr,Tr,0
203,Thousand island,Low calorie,1 tbsp,15,69,24,Tr,2,0.2,0.4,0.9,2,2,0.2,2,0.1,17,153,49,15,Tr,Tr,Tr,0
204,Prepared from home recipe,"Cooked, made with margarine",1 tbsp,16,69,25,1,2,0.5,0.6,0.3,9,2,0.0,13,0.1,19,117,66,20,0.01,0.02,Tr,Tr
205,Prepared from home recipe,French,1 tbsp,14,24,88,Tr,10,1.8,2.9,4.7,0,Tr,0.0,1,Tr,3,92,72,22,Tr,Tr,Tr,Tr
206,Prepared from home recipe,Vinegar and oil,1 tbsp,16,47,70,0,8,1.4,2.3,3.8,0,Tr,0.0,0,0.0,1,Tr,0,0,0.00,0.00,0.0,0
207,Prepared from home recipe,Shortening (hydrogenated soybean and cottonseed oils),1 cup,205,0,1812,0,205,51.3,91.2,53.5,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
208,Prepared from home recipe,,1 tbsp,13,0,113,0,13,3.2,5.7,3.3,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
209,Fish and Shellfish,"Catfish, breaded, fried",3 oz,85,59,195,15,11,2.8,4.8,2.8,69,7,0.6,37,1.2,289,238,24,7,0.06,0.11,1.9,0
210,Clam,"Raw, meat only",3 oz,85,82,63,11,1,0.1,0.1,0.2,29,2,0.0,39,11.9,267,48,255,77,0.07,0.18,1.5,11
211,Clam,,1 medium,15,82,11,2,Tr,Tr,Tr,Tr,5,Tr,0.0,7,2.0,46,8,44,13,0.01,0.03,0.3,2
212,Clam,"Breaded, fried",cup,115,29,451,13,26,6.6,11.4,6.8,87,39,0.3,21,3.0,266,834,122,37,0.21,0.26,2.9,0
213,Clam,"Canned, drained solids",3 oz,85,64,126,22,2,0.2,0.1,0.5,57,4,0.0,78,23.8,534,95,485,145,0.13,0.36,2.9,19
214,Clam,,1 cup,160,64,237,41,3,0.3,0.3,0.9,107,8,0.0,147,44.7,1005,179,912,274,0.24,0.68,5.4,35
215,Cod,Baked or broiled,3 oz,85,76,89,20,1,0.1,0.1,0.3,40,0,0.0,8,0.3,439,77,27,9,0.02,0.04,2.1,3
216,Cod,,1 fillet,90,76,95,21,1,0.1,0.1,0.3,42,0,0.0,8,0.3,465,82,29,9,0.02,0.05,2.2,3
217,Cod,"Canned, solids and liquid",3 oz,85,76,89,19,1,0.1,0.1,0.2,47,0,0.0,18,0.4,449,185,39,12,0.07,0.07,2.1,1
218,Alaska king,Steamed,1 leg,134,78,130,26,2,0.2,0.2,0.7,71,0,0.0,79,1.0,351,1436,39,12,0.07,0.07,1.8,10
219,Alaska king,,3 oz,85,78,82,16,1,0.1,0.2,0.5,45,0,0.0,50,0.6,223,911,25,8,0.05,0.05,1.1,6
220,Alaska king,"Imitation, from surimi",3 oz,85,74,87,10,1,0.2,0.2,0.6,17,9,0.0,11,0.3,77,715,56,17,0.03,0.02,0.2,0
221,Blue,Steamed,3 oz,85,77,87,17,2,0.2,0.2,0.6,85,0,0.0,88,0.8,275,237,5,2,0.09,0.04,2.8,3
222,Blue,Canned crabmeat,1 cup,135,76,134,28,2,0.3,0.3,0.6,120,0,0.0,136,1.1,505,450,7,3,0.11,0.11,1.8,4
223,Blue,"Crab cake, with egg, onion, fried in margarine",1 cake,60,71,93,12,5,0.9,1.7,1.4,90,Tr,0.0,63,0.6,194,198,151,49,0.05,0.05,1.7,2
224,Blue,"Fish fillet, battered or breaded, fried",1 fillet,91,54,211,13,11,2.6,2.3,5.7,31,15,0.5,16,1.9,291,484,35,11,0.10,0.10,1.9,0
225,,,,,,,,,,,,31,7,0.0,6,0.2,73,163,30,9,0.04,0.05,0.6,0
226,,,,,,,,,,,,64,14,0.0,11,0.4,149,332,60,18,0.07,0.10,1.2,0
227,Blue,"Flounder or sole, baked or broiled",3 oz,85,73,99,21,1,0.3,0.2,0.5,58,0,0.0,15,0.3,292,89,32,9,0.07,0.10,1.9,0
228,Blue,,1 fillet,127,73,149,31,2,0.5,0.3,0.8,86,0,0.0,23,0.4,437,133,48,14,0.10,0.14,2.8,0
229,Blue,"Haddock, baked or broiled",3 oz,85,74,95,21,1,0.1,0.1,0.3,63,0,0.0,36,1.1,339,74,54,16,0.03,0.04,3.9,0
230,Blue,,1 fillet,150,74,168,36,1,0.3,0.2,0.5,111,0,0.0,63,2.0,599,131,95,29,0.06,0.07,6.9,0
231,Blue,"Halibut, baked or broiled",3 oz,85,72,119,23,2,0.4,0.8,0.8,35,0,0.0,51,0.9,490,59,152,46,0.06,0.08,6.1,0
232,Blue,,fillet,159,72,223,42,5,0.7,1.5,1.5,65,0,0.0,95,1.7,916,110,285,86,0.11,0.14,11.3,0
233,Blue,"Herring, pickled",3 oz,85,55,223,12,15,2.0,10.2,1.4,11,8,0.0,65,1.0,59,740,732,219,0.03,0.12,2.8,0
234,Blue,"Lobster, steamed",3 oz,85,76,83,17,1,0.1,0.1,0.1,61,1,0.0,52,0.3,299,323,74,22,0.01,0.06,0.9,0
235,Blue,"Ocean perch, baked or broiled",3 oz,85,73,103,20,2,0.3,0.7,0.5,46,0,0.0,116,1.0,298,82,39,12,0.11,0.11,2.1,1
236,Blue,,1 fillet,50,73,61,12,1,0.2,0.4,0.3,27,0,0.0,69,0.6,175,48,23,7,0.07,0.07,1.2,Tr
237,Oyster,"Raw, meat only",1 cup,248,85,169,17,6,1.9,0.8,2.4,131,10,0.0,112,16.5,387,523,248,74,0.25,0.24,3.4,9
238,Oyster,,6 medium,84,85,57,6,2,0.6,0.3,0.8,45,3,0.0,38,5.6,131,177,84,25,0.08,0.08,1.2,3
239,Oyster,"Breaded, fried",3 oz,85,65,167,7,11,2.7,4.0,2.8,69,10,0.2,53,5.9,207,354,257,77,0.13,0.17,1.4,3
240,Oyster,"Pollock, baked or broiled",3 oz,85,74,96,20,1,0.2,0.1,0.4,82,0,0.0,5,0.2,329,99,65,20,0.06,0.06,1.4,0
241,Oyster,,1 fillet,60,74,68,14,1,0.1,0.1,0.3,58,0,0.0,4,0.2,232,70,46,14,0.04,0.05,1.0,0
242,Oyster,"Rockfish, baked or broiled",3 oz,85,73,103,20,2,0.4,0.4,0.5,37,0,0.0,10,0.5,442,65,186,56,0.04,0.07,3.3,0
243,Oyster,,1 fillet,149,73,180,36,3,0.7,0.7,0.9,66,0,0.0,18,0.8,775,115,326,98,0.07,0.13,5.8,0
244,Mono- Poly-,"Roughy, orange, baked or broiled",3 oz,85,69,76,16,1,Tr,0.5,Tr,22,0,0.0,32,0.2,327,69,69,20,0.10,0.16,3.1,0
245,Salmon,Baked or broiled (red),3 oz,85,62,184,23,9,1.6,4.5,2.0,74,0,0.0,6,0.5,319,56,178,54,0.18,0.15,5.7,0
246,Salmon,,fillet,155,62,335,42,17,3.0,8.2,3.7,135,0,0.0,11,0.9,581,102,324,98,0.33,0.27,10.3,0
247,Salmon,"Canned (pink), solids and liquid (includes bones)",3 oz,85,69,118,17,5,1.3,1.5,1.7,47,0,0.0,181,0.7,277,471,47,14,0.02,0.16,5.6,0
248,Salmon,Smoked (chinook),3 oz,85,72,99,16,4,0.8,1.7,0.8,20,0,0.0,9,0.7,149,666,75,22,0.02,0.09,4.0,0
249,Salmon,"Sardine, Atlantic, canned in oil, drained solids (includes bones)",3 oz,85,60,177,21,10,1.3,3.3,4.4,121,0,0.0,325,2.5,337,429,190,57,0.07,0.19,4.5,0
250,"Scallop, cooked","Breaded, fried",6 large,93,58,200,17,10,2.5,4.2,2.7,57,9,0.2,39,0.8,310,432,70,20,0.04,0.10,1.4,2
251,"Scallop, cooked",Steamed,3 oz,85,73,95,20,1,0.1,0.1,0.4,45,3,0.0,98,2.6,405,225,85,26,0.09,0.05,1.1,0
252,Shrimp,"Breaded, fried",3 oz,85,53,206,18,10,1.8,3.2,4.3,150,10,0.3,57,1.1,191,292,161,48,0.11,0.12,2.6,1
253,Shrimp,,6 large,45,53,109,10,6,0.9,1.7,2.3,80,5,0.2,30,0.6,101,155,85,25,0.06,0.06,1.4,1
254,Shrimp,"Canned, drained solids",3 oz,85,73,102,20,2,0.3,0.2,0.6,147,1,0.0,50,2.3,179,144,51,15,0.02,0.03,2.3,2
255,Shrimp,"Swordfish, baked or broiled",3 oz,85,69,132,22,4,1.2,1.7,1.0,43,0,0.0,5,0.9,314,98,116,35,0.04,0.10,10.0,1
256,Shrimp,,1 piece,106,69,164,27,5,1.5,2.1,1.3,53,0,0.0,6,1.1,391,122,145,43,0.05,0.12,12.5,1
257,Shrimp,"Trout, baked or broiled",3 oz,85,68,144,21,6,1.8,1.8,2.0,58,0,0.0,73,0.3,375,36,244,73,0.20,0.07,7.5,3
258,Shrimp,,1 fillet,71,68,120,17,5,1.5,1.5,1.7,48,0,0.0,61,0.2,313,30,204,61,0.17,0.06,6.2,2
259,Tuna,Baked or broiled,3 oz,85,63,118,25,1,0.3,0.2,0.3,49,0,0.0,18,0.8,484,40,58,17,0.43,0.05,10.1,1
260,"Canned, drained solids","Oil pack, chunk light",3 oz,85,60,168,25,7,1.3,2.5,2.5,15,0,0.0,11,1.2,176,301,66,20,0.03,0.10,10.5,0
261,,,,,,,,,,,,26,0,0.0,9,1.3,201,287,48,14,0.03,0.06,11.3,0
262,,,,,,,,,,,,36,0,0.0,12,0.8,201,320,16,5,0.01,0.04,4.9,0
263,"Canned, drained solids","Tuna salad: light tuna in oil, pickle relish, mayo type salad dressing",1 cup,205,63,383,33,19,3.2,5.9,8.5,27,19,0.0,35,2.1,365,824,199,55,0.06,0.14,13.7,5
264,,,,,,,,,,,,0,21,3.7,10,0.2,159,0,73,7,0.02,0.02,0.1,8
265,Raw,"Peeled, sliced",1 cup,110,84,63,Tr,Tr,0.1,Tr,0.1,0,16,2.1,4,0.1,124,0,48,4,0.02,0.01,0.1,4
266,Raw,Dried (sodium bisulfite used to preserve color),5 rings,32,32,78,Tr,Tr,Tr,Tr,Tr,0,21,2.8,4,0.4,144,28,0,0,0.00,0.05,0.3,1
267,Raw,"Apple juice, bottled or canned",1 cup,248,88,117,Tr,Tr,Tr,Tr,0.1,0,29,0.2,17,0.9,295,7,2,0,0.05,0.04,0.2,2
268,Raw,,"Apple pie filling, canned of 21-oz can",74,73,75,Tr,Tr,Tr,0.0,Tr,0,19,0.7,3,0.2,33,33,10,1,0.01,0.01,Tr,1
269,"Applesauce, canned",Sweetened,1 cup,255,80,194,Tr,Tr,0.1,Tr,0.1,0,51,3.1,10,0.9,156,8,28,3,0.03,0.07,0.5,4
270,"Applesauce, canned",Unsweetened,1 cup,244,88,105,Tr,Tr,Tr,Tr,Tr,0,28,2.9,7,0.3,183,5,71,7,0.03,0.06,0.5,3
271,Apricots,"Raw, without pits (about 12 per lb with pits)",1 apricot,35,86,17,Tr,Tr,Tr,0.1,Tr,0,4,0.8,5,0.2,104,Tr,914,91,0.01,0.01,0.2,4
272,"Canned, halves, fruit and",Heavy syrup pack,1 cup,258,78,214,1,Tr,Tr,0.1,Tr,0,55,4.1,23,0.8,361,10,3173,317,0.05,0.06,1.0,8
273,"Canned, halves, fruit and",Juice pack,1 cup,244,87,117,2,Tr,Tr,Tr,Tr,0,30,3.9,29,0.7,403,10,4126,412,0.04,0.05,0.8,12
274,"Canned, halves, fruit and","Dried, sulfured",10 halves,35,31,83,1,Tr,Tr,0.1,Tr,0,22,3.2,16,1.6,482,4,2534,253,Tr,0.05,1.0,1
275,,,,,,,,,,,,0,36,1.5,18,1.0,286,8,3303,331,0.02,0.04,0.7,137
276,"Canned, halves, fruit and","2"" high x 2"" dia",1 pear,122,88,51,1,Tr,Tr,0.1,0.1,0,13,4.4,5,0.0,148,0,0,0,0.01,0.01,0.3,5
277,"Canned, halves, fruit and","3"" high x 3"" dia",1 pear,275,88,116,1,1,Tr,0.1,0.2,0,29,9.9,11,0.0,333,0,0,0,0.02,0.03,0.6,10
278,"Avocados, raw, without skin",California (about whole),1 oz,28,73,50,1,5,0.7,3.2,0.6,0,2,1.4,3,0.3,180,3,174,17,0.03,0.03,0.5,2
279,"Avocados, raw, without skin",Florida (about / whole),1 oz,28,80,32,Tr,3,0.5,1.4,0.4,0,3,1.5,3,0.2,138,1,174,17,0.03,0.03,0.5,2
280,"Bananas, raw","Whole, medium (7"" to 7"" long)",1 banana,118,74,109,1,1,0.2,Tr,0.1,0,28,2.8,7,0.4,467,1,96,9,0.05,0.12,0.6,11
281,"Bananas, raw",Sliced,1 cup,150,74,138,2,1,0.3,0.1,0.1,0,35,3.6,9,0.5,594,2,122,12,0.07,0.15,0.8,14
282,"Bananas, raw","Blackberries, raw",1 cup,144,86,75,1,1,Tr,0.1,0.3,0,18,7.6,46,0.8,282,0,238,23,0.04,0.06,0.6,30
283,Blueberries,Raw,1 cup,145,85,81,1,1,Tr,0.1,0.2,0,20,3.9,9,0.2,129,9,145,15,0.07,0.07,0.5,19
284,Blueberries,"Frozen, sweetened, thawed",1 cup,230,77,186,1,Tr,Tr,Tr,0.1,0,50,4.8,14,0.9,138,2,101,9,0.05,0.12,0.6,2
285,"Carambola (starfruit), raw","Whole (3"" long) 1 fruit",,91,91,30,Tr,Tr,Tr,Tr,0.2,0,7,2.5,4,0.2,148,2,449,45,0.03,0.02,0.4,19
286,"Carambola (starfruit), raw",Sliced,1 cup,108,91,36,1,Tr,Tr,Tr,0.2,0,8,2.9,4,0.3,176,2,532,53,0.03,0.03,0.4,23
287,,,,,,,,,,,,0,22,2.7,27,3.3,239,17,1840,183,0.04,0.10,0.4,5
288,Cherries,"Sweet, raw, without pits and stems",10 cherries,68,81,49,1,1,0.1,0.2,0.2,0,11,1.6,10,0.3,152,0,146,14,0.03,0.04,0.3,5
289,Cherries,,"Cherry pie filling, canned of 21-oz can",74,71,85,Tr,Tr,Tr,Tr,Tr,0,21,0.4,8,0.2,78,13,152,16,0.02,0.01,0.1,3
290,Cherries,"Cranberries, dried, sweetened",cup,28,12,92,Tr,Tr,Tr,Tr,0.1,0,24,2.5,5,0.1,24,1,0,0,0.01,0.03,Tr,Tr
291,Cherries,"Cranberry sauce, sweetened, canned (about 8 slices per can)",1 slice,57,61,86,Tr,Tr,Tr,Tr,Tr,0,22,0.6,2,0.1,15,17,11,1,0.01,0.01,0.1,1
292,"Dates, without pits",Whole,5 dates,42,23,116,1,Tr,0.1,0.1,Tr,0,31,3.2,13,0.5,274,1,21,2,0.04,0.04,0.9,0
293,"Dates, without pits",Chopped,1 cup,178,23,490,4,1,0.3,0.3,0.1,0,131,13.4,57,2.0,1161,5,89,9,0.16,0.18,3.9,0
294,"Dates, without pits","Figs, dried",2 figs,38,28,97,1,Tr,0.1,0.1,0.2,0,25,4.6,55,0.8,271,4,51,5,0.03,0.03,0.3,Tr
295,"Fruit cocktail, canned, fruit",Heavy syrup pack,1 cup,248,80,181,1,Tr,Tr,Tr,0.1,0,47,2.5,15,0.7,218,15,508,50,0.04,0.05,0.9,5
296,"Fruit cocktail, canned, fruit",Juice pack,1 cup,237,87,109,1,Tr,Tr,Tr,Tr,0,28,2.4,19,0.5,225,9,723,73,0.03,0.04,1.0,6
297,"Raw, without peel, membrane",Pink or red,grapefruit,123,91,37,1,Tr,Tr,Tr,Tr,0,9,1.4,14,0.1,159,0,319,32,0.04,0.02,0.2,47
298,"Raw, without peel, membrane",White,grapefruit,118,90,39,1,Tr,Tr,Tr,Tr,0,10,1.3,14,0.1,175,0,12,1,0.04,0.02,0.3,39
299,"Raw, without peel, membrane","Canned, sections with light syrup",1 cup,254,84,152,1,Tr,Tr,Tr,0.1,0,39,1.0,36,1.0,328,5,0,0,0.10,0.05,0.6,54
300,Raw,Pink,1 cup,247,90,96,1,Tr,Tr,Tr,0.1,0,23,0.2,22,0.5,400,2,1087,109,0.10,0.05,0.5,94
301,Raw,White,1 cup,247,90,96,1,Tr,Tr,Tr,0.1,0,23,0.2,22,0.5,400,2,25,2,0.10,0.05,0.5,94
302,Canned,Unsweetened,1 cup,247,90,94,1,Tr,Tr,Tr,0.1,0,22,0.2,17,0.5,378,2,17,2,0.10,0.05,0.6,72
303,Canned,Sweetened,1 cup,250,87,115,1,Tr,Tr,Tr,0.1,0,28,0.3,20,0.9,405,5,0,0,0.10,0.06,0.8,67
304,"Frozen concentrate,",Undiluted 6-,fl-oz can,207,62,302,4,1,0.1,0.1,0.2,0,72,0.8,56,1.0,1002,6,64,6,0.30,0.16,1.6,248
305,,,,,,,,,,,,0,24,0.2,20,0.3,336,2,22,2,0.10,0.05,0.5,83
306,"Frozen concentrate,","Grapes, seedless, raw",10 grapes,50,81,36,Tr,Tr,0.1,Tr,0.1,0,9,0.5,6,0.1,93,1,37,4,0.05,0.03,0.2,5
307,"Frozen concentrate,",,1 cup,160,81,114,1,1,0.3,Tr,0.3,0,28,1.6,18,0.4,296,3,117,11,0.15,0.09,0.5,17
308,Grape juice,Canned or bottled,1 cup,253,84,154,1,Tr,0.1,Tr,0.1,0,38,0.3,23,0.6,334,8,20,3,0.07,0.09,0.7,Tr
309,"Frozen concentrate,",Undiluted 6-,fl-oz can,216,54,387,1,1,0.2,Tr,0.2,0,96,0.6,28,0.8,160,15,58,6,0.11,0.20,0.9,179
310,,,,,,,,,,,,0,32,0.3,10,0.3,53,5,20,3,0.04,0.07,0.3,60
311,"Frozen concentrate,","Kiwi fruit, raw, without skin (about 5 per lb with skin)",1 medium,76,83,46,1,Tr,Tr,Tr,0.2,0,11,2.6,20,0.3,252,4,133,14,0.02,0.04,0.4,74
312,"Frozen concentrate,","Lemons, raw, without peel (2"" dia with peel)",1 lemon,58,89,17,1,Tr,Tr,Tr,0.1,0,5,1.6,15,0.3,80,1,17,2,0.02,0.01,0.1,31
313,Lemon juice,"Raw (from 2""-dia lemon) juice of",1 lemon,47,91,12,Tr,0,0.0,0.0,0.0,0,4,0.2,3,Tr,58,Tr,9,1,0.01,Tr,Tr,22
314,Lemon juice,"Canned or bottled, unsweetened",1 cup,244,92,51,1,1,0.1,Tr,0.2,0,16,1.0,27,0.3,249,51,37,5,0.10,0.02,0.5,61
315,Lemon juice,,1 tbsp,15,92,3,Tr,Tr,Tr,Tr,Tr,0,1,0.1,2,Tr,16,3,2,Tr,0.01,Tr,Tr,4
316,Lime juice,"Raw (from 2""-dia lime) juice of",1 lime,38,90,10,Tr,Tr,Tr,Tr,Tr,0,3,0.2,3,Tr,41,Tr,4,Tr,0.01,Tr,Tr,11
317,Lime juice,"Canned, unsweetened",1 cup,246,93,52,1,1,0.1,0.1,0.2,0,16,1.0,30,0.6,185,39,39,5,0.08,0.01,0.4,16
318,Lime juice,,1 tbsp,15,93,3,Tr,Tr,Tr,Tr,Tr,0,1,0.1,2,Tr,11,2,2,Tr,Tr,Tr,Tr,1
319,"Mangos, raw, without skin and",Whole,1 mango,207,82,135,1,1,0.1,0.2,0.1,0,35,3.7,21,0.3,323,4,8061,805,0.12,0.12,1.2,57
320,"Mangos, raw, without skin and",Sliced,1 cup,165,82,107,1,Tr,0.1,0.2,0.1,0,28,3.0,17,0.2,257,3,6425,642,0.10,0.09,1.0,46
321,"Melons, raw, without rind and",,Wedge melon,69,90,24,1,Tr,Tr,Tr,0.1,0,6,0.6,8,0.1,213,6,2225,222,0.02,0.01,0.4,29
322,"Melons, raw, without rind and",Cubes,1 cup,160,90,56,1,Tr,0.1,Tr,0.2,0,13,1.3,18,0.3,494,14,5158,515,0.06,0.03,0.9,68
323,"Melons, raw, without rind and",,Wedge melon,160,90,56,1,Tr,Tr,Tr,0.1,0,15,1.0,10,0.1,434,16,64,6,0.12,0.03,1.0,40
324,"Melons, raw, without rind and",Diced (about 20 pieces per cup),1 cup,170,90,60,1,Tr,Tr,Tr,0.1,0,16,1.0,10,0.1,461,17,68,7,0.13,0.03,1.0,42
325,"Melons, raw, without rind and","Mixed fruit, frozen, sweetened, thawed (peach, cherry, raspberry, grape and boysenberry)",1 cup,250,74,245,4,Tr,0.1,0.1,0.2,0,61,4.8,18,0.7,328,8,805,80,0.04,0.09,1.0,188
326,"Melons, raw, without rind and","Nectarines, raw (2"" dia)",1 nectarine,136,86,67,1,1,0.1,0.2,0.3,0,16,2.2,7,0.2,288,0,1001,101,0.02,0.06,1.3,7
327,"Oranges, raw","Whole, without peel and seeds (2"" dia)",1 orange,131,87,62,1,Tr,Tr,Tr,Tr,0,15,3.1,52,0.1,237,0,269,28,0.11,0.05,0.4,70
328,"Oranges, raw",Sections without membranes,1 cup,180,87,85,2,Tr,Tr,Tr,Tr,0,21,4.3,72,0.2,326,0,369,38,0.16,0.07,0.5,96
329,Orange juice,"Raw, all varieties",1 cup,248,88,112,2,Tr,0.1,0.1,0.1,0,26,0.5,27,0.5,496,2,496,50,0.22,0.07,1.0,124
330,Orange juice,juice from 1,orange,86,88,39,1,Tr,Tr,Tr,Tr,0,9,0.2,9,0.2,172,1,172,17,0.08,0.03,0.3,43
331,Orange juice,"Canned, unsweetened",1 cup,249,89,105,1,Tr,Tr,0.1,0.1,0,25,0.5,20,1.1,436,5,436,45,0.15,0.07,0.8,86
332,Orange juice,Chilled (refrigerator case),1 cup,249,88,110,2,1,0.1,0.1,0.2,0,25,0.5,25,0.4,473,2,194,20,0.28,0.05,0.7,82
333,Frozen concentrate,Undiluted 6-,fl-oz can,213,58,339,5,Tr,0.1,0.1,0.1,0,81,1.7,68,0.7,1436,6,588,60,0.60,0.14,1.5,294
334,,,,,,,,,,,,0,27,0.5,22,0.2,473,2,194,20,0.20,0.04,0.5,97
335,,,,,,,,,,,,0,14,2.5,34,0.1,360,4,398,39,0.04,0.04,0.5,87
336,"Papayas, raw","Whole (5"" long x 3"" dia)",1 papaya,304,89,119,2,Tr,0.1,0.1,0.1,0,30,5.5,73,0.3,781,9,863,85,0.08,0.10,1.0,188
337,Raw,"Whole, 2"" dia, pitted (about 4 per lb)",1 peach,98,88,42,1,Tr,Tr,Tr,Tr,0,11,2.0,5,0.1,193,0,524,53,0.02,0.04,1.0,6
338,Raw,Sliced,1 cup,170,88,73,1,Tr,Tr,0.1,0.1,0,19,3.4,9,0.2,335,0,910,92,0.03,0.07,1.7,11
339,"Canned, fruit and liquid",Heavy syrup pack,1 cup,262,79,194,1,Tr,Tr,0.1,0.1,0,52,3.4,8,0.7,241,16,870,86,0.03,0.06,1.6,7
340,"Canned, fruit and liquid",1 half,,98,79,73,Tr,Tr,Tr,Tr,Tr,0,20,1.3,3,0.3,90,6,325,32,0.01,0.02,0.6,3
341,"Canned, fruit and liquid",Juice pack,1 cup,248,87,109,2,Tr,Tr,Tr,Tr,0,29,3.2,15,0.7,317,10,945,94,0.02,0.04,1.4,9
342,"Canned, fruit and liquid",1 half,,98,87,43,1,Tr,Tr,Tr,Tr,0,11,1.3,6,0.3,125,4,373,37,0.01,0.02,0.6,4
343,"Canned, fruit and liquid","Dried, sulfured",3 halves,39,32,93,1,Tr,Tr,0.1,0.1,0,24,3.2,11,1.6,388,3,844,84,Tr,0.08,1.7,2
344,"Canned, fruit and liquid","Frozen, sliced, sweetened, thawed",1 cup,250,75,235,2,Tr,Tr,0.1,0.2,0,60,4.5,8,0.9,325,15,710,70,0.03,0.09,1.6,236
345,Pears,"Raw, with skin, cored, 2"" dia",1 pear,166,84,98,1,1,Tr,0.1,0.2,0,25,4.0,18,0.4,208,0,33,3,0.03,0.07,0.2,7
346,"Canned, fruit and liquid",Heavy syrup pack,1 cup,266,80,197,1,Tr,Tr,0.1,0.1,0,51,4.3,13,0.6,173,13,0,0,0.03,0.06,0.6,3
347,"Canned, fruit and liquid",1 half,,76,80,56,Tr,Tr,Tr,Tr,Tr,0,15,1.2,4,0.2,49,4,0,0,0.01,0.02,0.2,1
348,"Canned, fruit and liquid",Juice pack,1 cup,248,86,124,1,Tr,Tr,Tr,Tr,0,32,4.0,22,0.7,238,10,15,2,0.03,0.03,0.5,4
349,"Canned, fruit and liquid",1 half,,76,86,38,Tr,Tr,Tr,Tr,Tr,0,10,1.2,7,0.2,73,3,5,1,0.01,0.01,0.2,1
350,Pineapple,"Raw, diced",1 cup,155,87,76,1,1,Tr,0.1,0.2,0,19,1.9,11,0.6,175,2,36,3,0.14,0.06,0.7,24
351,Heavy syrup pack,"Crushed, sliced, or chunks",1 cup,254,79,198,1,Tr,Tr,Tr,0.1,0,51,2.0,36,1.0,264,3,36,3,0.23,0.06,0.7,19
352,Heavy syrup pack,"Slices (3"" dia)",1 slice,49,79,38,Tr,Tr,Tr,Tr,Tr,0,10,0.4,7,0.2,51,Tr,7,Tr,0.04,0.01,0.1,4
353,Juice pack,"Crushed, sliced, or chunks",1 cup,249,84,149,1,Tr,Tr,Tr,0.1,0,39,2.0,35,0.7,304,2,95,10,0.24,0.05,0.7,24
354,Juice pack,"Slice (3"" dia)",1 slice,47,84,28,Tr,Tr,Tr,Tr,Tr,0,7,0.4,7,0.1,57,Tr,18,2,0.04,0.01,0.1,4
355,Juice pack,"Pineapple juice, unsweetened, canned",1 cup,250,86,140,1,Tr,Tr,Tr,0.1,0,34,0.5,43,0.7,335,3,13,0,0.14,0.06,0.6,27
356,"Plantain, without peel",Raw,1 medium,179,65,218,2,1,0.3,0.1,0.1,0,57,4.1,5,1.1,893,7,2017,202,0.09,0.10,1.2,33
357,"Plantain, without peel","Cooked, slices",1 cup,154,67,179,1,Tr,0.1,Tr,0.1,0,48,3.5,3,0.9,716,8,1400,140,0.07,0.08,1.2,17
358,Plums,"Raw (2"" dia)",1 plum,66,85,36,1,Tr,Tr,0.3,0.1,0,9,1.0,3,0.1,114,0,213,21,0.03,0.06,0.3,6
359,"Canned, purple, fruit and",Heavy syrup pack,1 cup,258,76,230,1,Tr,Tr,0.2,0.1,0,60,2.6,23,2.2,235,49,668,67,0.04,0.10,0.8,1
360,"Canned, purple, fruit and",,1 plum,46,76,41,Tr,Tr,Tr,Tr,Tr,0,11,0.5,4,0.4,42,9,119,12,0.01,0.02,0.1,Tr
361,"Canned, purple, fruit and",Juice pack,1 cup,252,84,146,1,Tr,Tr,Tr,Tr,0,38,2.5,25,0.9,388,3,2543,255,0.06,0.15,1.2,7
362,"Canned, purple, fruit and",,1 plum,46,84,27,Tr,Tr,Tr,Tr,Tr,0,7,0.5,5,0.2,71,Tr,464,46,0.01,0.03,0.2,1
363,"Prunes, dried, pitted",Uncooked,5 prunes,42,32,100,1,Tr,Tr,0.1,Tr,0,26,3.0,21,1.0,313,2,835,84,0.03,0.07,0.8,1
364,"Prunes, dried, pitted","Stewed, unsweetened, fruit and liquid",1 cup,248,70,265,3,1,Tr,0.4,0.1,0,70,16.4,57,2.8,828,5,759,77,0.06,0.25,1.8,7
365,"Prunes, dried, pitted","Prune juice, canned or bottled",1 cup,256,81,182,2,Tr,Tr,0.1,Tr,0,45,2.6,31,3.0,707,10,8,0,0.04,0.18,2.0,10
366,"Raisins, seedless","Cup, not packed",1 cup,145,15,435,5,1,0.2,Tr,0.2,0,115,5.8,71,3.0,1089,17,12,1,0.23,0.13,1.2,5
367,"Raisins, seedless","Packet, oz (",1 tbsp) 1 packet,14,15,42,Tr,Tr,Tr,Tr,Tr,0,11,0.6,7,0.3,105,2,1,Tr,0.02,0.01,0.1,Tr
